"sp","0.0445","value_ralgae","p_change","qual_change"
"scurria scurra",-32.7826999381218,0.0324,-32.7819428007682,"Decrease"
"scurria variabilis",0.398448435084608,0.0324,0.547771776916806,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0324,0.595061572371258,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0324,0.604103475303863,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0324,0.483457808894094,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0324,0.0456963260572651,"Less than 5% change"
"tegula atra",4.97266222161905,0.0324,12.2009645790494,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0324,-0.891206648457676,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0324,-0.891206648457654,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0324,-0.891206648457654,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0324,0.0501174675634042,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0324,0.022293878012758,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0324,0.3409575602634,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0324,0.00699317366543717,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0324,0.050117467563382,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0324,0.0501174675633598,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0324,-0.175832295919121,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0324,-19.4503582820659,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0324,0.221155886392643,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0324,-0.166003128488645,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0324,0.0501174675633598,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0324,0.358900028949938,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0324,0.00593354049231998,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0324,0.0501174675634042,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0324,0.00576201127695519,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0324,0.182736042746412,"Less than 5% change"
"gulls",0.0383959244085519,0.0324,0.0485063669897201,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0324,0.000221681059597856,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0324,-0.730155492993911,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0324,-0.719379137021914,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0324,-0.668997757582968,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0324,-0.000465525093484853,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0324,-0.000465525093384933,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0324,-0.000465525093540364,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0324,-0.000465525093584773,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0324,-0.000465525093462649,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0324,-0.668899273088408,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0324,196.091365003958,"Increase"
"algae",-0.109713196487393,0.0324,-0.359247515956818,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0325,0.045093817883135,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0325,0.0287624805052955,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0325,0.0287642492391216,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0325,-0.0526322437152005,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0325,0.0784520247329556,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0325,0.525758617419902,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0325,0.248422525943748,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0325,0.487322526061318,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0325,0.507520816259688,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0325,0.0213878913119858,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0325,-0.147950457709456,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0325,-0.37890282446903,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0325,-0.260070798690437,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0325,-0.233891760916871,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0325,0.520913186870509,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0325,-0.201412317894145,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0325,-0.225602268819403,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0325,-0.225602268819414,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0325,0.0206921602081023,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0325,0.508171317775852,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0325,0.515816753759823,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0325,0.509770922759056,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0325,-32.7819472272284,"Decrease"
"scurria variabilis",0.398448435084608,0.0325,0.546465957760267,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0325,0.593565637590254,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0325,0.602574526020505,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0325,0.482370175942481,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0325,0.0455864035310727,"Less than 5% change"
"tegula atra",4.97266222161905,0.0325,12.0878253865703,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0325,-0.887893735398804,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0325,-0.887893735398781,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0325,-0.887893735398704,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0325,0.0499965761106003,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0325,0.0221856609720072,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0325,0.340239429180689,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0325,0.00691191811084124,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0325,0.0499965761106225,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0325,0.0499965761106225,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0325,-0.175222667760655,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0325,-19.4503627363817,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0325,0.220590585933444,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0325,-0.165435975100747,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0325,0.0499965761106225,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0325,0.358490761307295,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0325,0.00586450620931878,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0325,0.0499965761106225,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0325,0.00569495560478472,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0325,0.182532430349336,"Less than 5% change"
"gulls",0.0383959244085519,0.0325,0.0484191488007824,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0325,0.000222763412294213,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0325,-0.719680656049448,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0325,-0.709187818367241,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0325,-0.660176330217399,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0325,-0.000464790825061012,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0325,-0.000464790824816763,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0325,-0.000464790824916683,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0325,-0.000464790824994399,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0325,-0.000464790825116523,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0325,-0.660080706597044,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0325,196.09157927964,"Increase"
"algae",-0.109713196487393,0.0325,-0.355762207836841,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0326,0.0449847158679129,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0326,0.0286661979813418,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0326,0.0286683195776849,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0326,-0.0528408252194579,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0326,0.0783302773621708,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0326,0.524521349018303,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0326,0.24818961328712,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0326,0.486217398376554,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0326,0.506350621472684,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0326,0.0212989038543832,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0326,-0.148166671882199,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0326,-0.379138585783323,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0326,-0.260292893162206,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0326,-0.234106618058294,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0326,0.520550112077234,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0326,-0.201627817428851,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0326,-0.225819260543247,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0326,-0.225819260543247,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0326,0.0206057656620517,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0326,0.506999716045775,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0326,0.51461700352684,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0326,0.508586747679796,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0326,-32.7819516822122,"Decrease"
"scurria variabilis",0.398448435084608,0.0326,0.545160294549341,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0326,0.592069061691936,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0326,0.601044774321613,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0326,0.481283368409446,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0326,0.0454764423663212,"Less than 5% change"
"tegula atra",4.97266222161905,0.0326,11.976173084933,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0326,-0.884580080207409,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0326,-0.884580080207387,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0326,-0.884580080207342,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0326,0.0498756324231797,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0326,0.0220774323818507,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0326,0.339522046572971,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0326,0.00683061835511367,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0326,0.0498756324231797,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0326,0.0498756324231797,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0326,-0.174613478246255,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0326,-19.4503672179453,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0326,0.2200255580878,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0326,-0.164869265838075,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0326,0.0498756324232019,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0326,0.35808082525548,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0326,0.00579543889607237,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0326,0.0498756324231797,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0326,0.00562786858964159,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0326,0.182328534367193,"Less than 5% change"
"gulls",0.0383959244085519,0.0326,0.0483318267610722,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0326,0.000223837500179513,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0326,-0.709383714348177,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0326,-0.699166481730784,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0326,-0.651487197879896,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0326,-0.000464055468907265,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0326,-0.000464055468840652,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0326,-0.000464055468762936,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0326,-0.000464055469040492,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0326,-0.000464055468618607,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0326,-0.651394356829438,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0326,196.091794848816,"Increase"
"algae",-0.109713196487393,0.0326,-0.352305699439137,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0327,0.0448755798115652,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0327,0.0285698820304825,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0327,0.028572355953016,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0327,-0.0530497150016407,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0327,0.0782085480092398,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0327,0.523284496856502,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0327,0.247956325861276,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0327,0.485113056841846,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0327,0.505181043888148,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0327,0.0212098851137599,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0327,-0.148382741873454,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0327,-0.379374086832951,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0327,-0.260514793346323,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0327,-0.234321256309444,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0327,0.520186321763672,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0327,-0.201843125318457,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0327,-0.226036054056866,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0327,-0.226036054056888,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0327,0.0205193422429861,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0327,0.505828729244895,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0327,0.513417785954884,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0327,0.507403154274555,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0327,-32.7819561658318,"Decrease"
"scurria variabilis",0.398448435084608,0.0327,0.543854806709865,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0327,0.590571875939072,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0327,0.599514253435518,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0327,0.480197387996983,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0327,0.0453664521709252,"Less than 5% change"
"tegula atra",4.97266222161905,0.0327,11.8659837670161,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0327,-0.881265826768263,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0327,-0.881265826768263,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0327,-0.881265826768263,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0327,0.0497546469107046,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0327,0.0219692041955932,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0327,0.338805399629161,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0327,0.00674928317141443,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0327,0.0497546469107268,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0327,0.0497546469107712,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0327,-0.174004761444513,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0327,-19.4503717268272,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0327,0.219460811470151,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0327,-0.164303031554391,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0327,0.0497546469107046,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0327,0.357670246799713,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0327,0.00572634602453714,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0327,0.0497546469107268,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0327,0.00556075749249541,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0327,0.18212437033327,"Less than 5% change"
"gulls",0.0383959244085519,0.0327,0.0482444063929277,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0327,0.000224903050982661,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0327,-0.699261044211918,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0327,-0.689311746113941,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0327,-0.642928093857398,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0327,-0.000463319070331814,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0327,-0.0004633190702652,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0327,-0.000463319070354018,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0327,-0.000463319070342916,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0327,-0.000463319070109769,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0327,-0.642837959310405,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0327,196.092011715992,"Increase"
"algae",-0.109713196487393,0.0327,-0.348877929079761,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0328,0.0447664191334018,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0328,0.0284735415611026,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0328,0.0284763672476318,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0328,-0.0532589003770401,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0328,0.0780868460249495,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0328,0.522048076242143,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0328,0.247722688855845,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0328,0.484009505774563,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0328,0.504012093703698,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0328,0.0211208437115973,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0328,-0.148598655028176,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0328,-0.37960930735853,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0328,-0.260736483140345,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0328,-0.234535660494273,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0328,0.519821827612743,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0328,-0.202058227376412,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0328,-0.226252634489421,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0328,-0.22625263448941,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0328,0.0204328983022695,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0328,0.504658367706523,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0328,0.512219113562074,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0328,0.506220153870074,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0328,-32.7819606781898,"Decrease"
"scurria variabilis",0.398448435084608,0.0328,0.542549514168678,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0328,0.589074112101629,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0328,0.59798299710847,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0328,0.479112237052348,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0328,0.0452564424896051,"Less than 5% change"
"tegula atra",4.97266222161905,0.0328,11.7572339988291,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0328,-0.877951118153375,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0328,-0.877951118153375,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0328,-0.877951118153375,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0328,0.0496336299157019,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0328,0.0218609882767673,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0328,0.33808947624725,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0328,0.00666792127348437,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0328,0.0496336299157019,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0328,0.0496336299157019,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0328,-0.173396550976224,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0328,-19.45037626309,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0328,0.21889635500858,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0328,-0.163737302684908,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0328,0.0496336299157019,"Less than 5% change"
"perumytilus purpuratus",0.310116703044749,0.0328,0.357259051802883,"Less than 5% change"
"phragmatopoma spp.",-0.00116288115750152,0.0328,0.00565723501460003,"Less than 5% change"
"phymactis spp.",0.0372284601651618,0.0328,0.0496336299156575,"Less than 5% change"
"pyura chilensis",-0.00112592976836412,0.0328,0.00549362952351196,"Less than 5% change"
"semimytilus algosus",0.15925112742059,0.0328,0.181919953680754,"Less than 5% change"
"gulls",0.0383959244085519,0.0328,0.0481568931905763,"Less than 5% change"
"cinclodes nigrofumosus",0.000255536418913849,0.0328,0.000225959797228725,"Less than 5% change"
"Echinolittorina peruviana",-0.161395838517253,0.0328,-0.689309116802772,"Less than 5% change"
"austrolittorina araucana",-0.160947173859538,0.0328,-0.679620316914442,"Less than 5% change"
"onchidella sp. ",-0.160168779774228,0.0328,-0.634496801035145,"Less than 5% change"
"Allelopetrolisthes punctatus",-0.000378829356695309,0.0328,-0.000462581674121054,"Less than 5% change"
"petrolisthes spinifrons",-0.000378829356839638,0.0328,-0.000462581673854601,"Less than 5% change"
"petrolisthes angulosus",-0.000378829356595389,0.0328,-0.00046258167419877,"Less than 5% change"
"petrolisthes tuberculatus",-0.000378829356606492,0.0328,-0.000462581674187668,"Less than 5% change"
"petrolisthes tuberculosus",-0.000378829356850741,0.0328,-0.000462581673965623,"Less than 5% change"
"trimusculus peruvianus",-0.160171813537502,0.0328,-0.634409299095029,"Less than 5% change"
"lessonia nigrescens j",196.126944896417,0.0328,196.092229884393,"Increase"
"algae",-0.109713196487393,0.0328,-0.34547883143986,"Less than 5% change"
"acanthina monodon",0.0336147349659477,0.0329,0.0446572431861858,"Less than 5% change"
"acanthocyclus gayi",0.0187216570261439,0.0329,0.0283771854189707,"Less than 5% change"
"acanthocyclus hassleri",0.0187569167316548,0.0329,0.0283803622816992,"Less than 5% change"
"acanthopleura echinata",-0.0770770712181013,0.0329,-0.0534683687093307,"Less than 5% change"
"chaetopleura peruviana",0.0658763418329711,0.0329,0.0779651807075732,"Less than 5% change"
"chiton  cummingsi",0.386618330155231,0.0329,0.520812102992663,"Less than 5% change"
"chiton  granosus",0.222591098697311,0.0329,0.247488727288059,"Less than 5% change"
"chiton  latus",0.364515458685832,0.0329,0.48290675010112,"Less than 5% change"
"lottia  orbignyi",0.37680507819553,0.0329,0.502843781665407,"Less than 5% change"
"concholepas concholepas",0.012174612539817,0.0329,0.0210317882078259,"Less than 5% change"
"enoplochiton  niger",-0.169675052058005,0.0329,-0.14881439867821,"Less than 5% change"
"fissurella  costata",-0.400002558534629,0.0329,-0.379844227060699,"Less than 5% change"
"fissurella  crassa",-0.281227091034353,0.0329,-0.260957946423357,"Less than 5% change"
"fissurella  cummingi",-0.254267979570211,0.0329,-0.234749815422031,"Less than 5% change"
"fissurella  limbata",0.475123777764108,0.0329,0.519456641326177,"Less than 5% change"
"fissurella  maxima",-0.222326567967401,0.0329,-0.202273109403384,"Less than 5% change"
"fissurella  picta",-0.246458794276494,0.0329,-0.226468986955097,"Less than 5% change"
"fissurella  puhlcra",-0.246458794276516,0.0329,-0.226468986955108,"Less than 5% change"
"heliaster helianthus",0.0117549691753371,0.0329,0.0203464421321575,"Less than 5% change"
"scurria  araucana",0.377295494817398,0.0329,0.50348864231069,"Less than 5% change"
"scurria  ceciliana",0.381419778594294,0.0329,0.511020999395839,"Less than 5% change"
"scurria  plana",0.377352213552129,0.0329,0.505037758331839,"Less than 5% change"
"scurria scurra",-32.7826999381218,0.0329,-32.7819652193884,"Decrease"
"scurria variabilis",0.398448435084608,0.0329,0.541244437339006,"Less than 5% change"
"scurria viridula",0.420208770737185,0.0329,0.587575802440976,"Less than 5% change"
"scurria zebrina",0.42470044406544,0.0329,0.596451039588564,"Less than 5% change"
"siphonaria lesoni",0.361705169592486,0.0329,0.478027918555624,"Less than 5% change"
"stichaster striatus",0.0340622050904571,0.0329,0.045146422799669,"Less than 5% change"
"tegula atra",4.97266222161905,0.0329,11.6499008077898,"Increase"
"Tonicia lineolata",-0.516539868736798,0.0329,-0.874636096602954,"Less than 5% change"
"tonicia  chilensis",-0.516539868736798,0.0329,-0.874636096602899,"Less than 5% change"
"tonicia  elegans",-0.516539868736776,0.0329,-0.874636096602954,"Less than 5% change"
"anthotoe spp.",0.0372284601659389,0.0329,0.0495125917085337,"Less than 5% change"
"austromegabalanus psittacus",0.0114622365748218,0.0329,0.0217527963941144,"Less than 5% change"
"balanus laevis",0.26016471679855,0.0329,0.337374265025536,"Less than 5% change"
"brachidontes granulata",-0.00139603245047359,0.0329,0.00658654131246994,"Less than 5% change"
"bunodactis spp.",0.0372284601651174,0.0329,0.0495125917085337,"Less than 5% change"
"Oulactis concinnata",0.0372284601655393,0.0329,0.0495125917085337,"Less than 5% change"
"jhelius cirratus",-0.111288319295266,0.0329,-0.172788880018859,"Less than 5% change"
"lessonia nigrescens a",-19.4510984760688,0.0329,-19.450380826796,"Decrease"
"nothobalanus flosculus",0.158398665760684,0.0329,0.218332197925974,"Less than 5% change"
"nothochthamalus scabrosus",-0.106012580512083,0.0329,-0.163172109248222,"Less than 5% change"
"parantheopsis ",0.0372284601659389,0.0329,0.0495125917085337,"Less than 5% change"
