"sp","value_rmodificator","p_change","qual_change"
"fissurella  limbata",0.0461,0.650713533,"Less than 5% change"
"fissurella  maxima",0.0461,-0.101117824,"Less than 5% change"
"fissurella  picta",0.0461,-0.124419835,"Less than 5% change"
"fissurella  puhlcra",0.0461,-0.124419835,"Less than 5% change"
"heliaster helianthus",0.0461,0.067039973,"Less than 5% change"
"scurria  araucana",0.0461,0.647268849,"Less than 5% change"
"scurria  ceciliana",0.0461,0.660764104,"Less than 5% change"
"scurria  plana",0.0461,0.651504954,"Less than 5% change"
"scurria scurra",0.0461,-33.270775,"Decrease"
"scurria variabilis",0.0461,0.711892757,"Less than 5% change"
"scurria viridula",0.0461,0.791657446,"Less than 5% change"
"scurria zebrina",0.0461,0.806066212,"Less than 5% change"
"siphonaria lesoni",0.0461,0.601628101,"Less than 5% change"
"stichaster striatus",0.0461,0.103845358,"Less than 5% change"
"tegula atra",0.0461,92.73577878,"Increase"
"Tonicia lineolata",0.0461,-1.303208687,"Less than 5% change"
"tonicia  chilensis",0.0461,-1.303208687,"Less than 5% change"
"tonicia  elegans",0.0461,-1.303208687,"Less than 5% change"
"anthotoe spp.",0.0461,0.113178825,"Less than 5% change"
"austromegabalanus psittacus",0.0461,0.086506792,"Less than 5% change"
"balanus laevis",0.0461,0.3941681,"Less than 5% change"
"brachidontes granulata",0.0461,0.05125152,"Less than 5% change"
"bunodactis spp.",0.0461,0.113178825,"Less than 5% change"
"Oulactis concinnata",0.0461,0.113178825,"Less than 5% change"
"jhelius cirratus",0.0461,-0.205077704,"Less than 5% change"
"lessonia nigrescens a",0.0461,-19.74421516,"Decrease"
"nothobalanus flosculus",0.0461,0.33897736,"Less than 5% change"
"nothochthamalus scabrosus",0.0461,-0.185758402,"Less than 5% change"
"parantheopsis ",0.0461,0.113178825,"Less than 5% change"
"perumytilus purpuratus",0.0461,0.516867303,"Less than 5% change"
"phragmatopoma spp.",0.0461,0.043584506,"Less than 5% change"
"phymactis spp.",0.0461,0.113178825,"Less than 5% change"
"pyura chilensis",0.0461,0.042342837,"Less than 5% change"
"semimytilus algosus",0.0461,0.27466549,"Less than 5% change"
"gulls",0.0461,0.081239873,"Less than 5% change"
"cinclodes nigrofumosus",0.0461,-6.76e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0461,-78.58266479,"Decrease"
"austrolittorina araucana",0.0461,-76.79331275,"Decrease"
"onchidella sp. ",0.0461,-28.24366687,"Decrease"
"Allelopetrolisthes punctatus",0.0461,-0.000758735,"Less than 5% change"
"petrolisthes spinifrons",0.0461,-0.000758735,"Less than 5% change"
"petrolisthes angulosus",0.0461,-0.000758735,"Less than 5% change"
"petrolisthes tuberculatus",0.0461,-0.000758735,"Less than 5% change"
"petrolisthes tuberculosus",0.0461,-0.000758735,"Less than 5% change"
"trimusculus peruvianus",0.0461,-28.15197935,"Decrease"
"lessonia nigrescens j",0.0461,191.9754051,"Increase"
"algae",0.0461,-1.643093559,"Less than 5% change"
"acanthina monodon",0.0462,0.102546964,"Less than 5% change"
"acanthocyclus gayi",0.0462,0.079766425,"Less than 5% change"
"acanthocyclus hassleri",0.0462,0.079565748,"Less than 5% change"
"acanthopleura echinata",0.0462,0.033253966,"Less than 5% change"
"chaetopleura peruviana",0.0462,0.145294074,"Less than 5% change"
"chiton  cummingsi",0.0462,0.67821801,"Less than 5% change"
"chiton  granosus",0.0462,0.36589647,"Less than 5% change"
"chiton  latus",0.0462,0.611140325,"Less than 5% change"
"lottia  orbignyi",0.0462,0.646239948,"Less than 5% change"
"concholepas concholepas",0.0462,0.068973155,"Less than 5% change"
"enoplochiton  niger",0.0462,-0.049386336,"Less than 5% change"
"fissurella  costata",0.0462,-0.269467584,"Less than 5% change"
"fissurella  crassa",0.0462,-0.156485395,"Less than 5% change"
"fissurella  cummingi",0.0462,-0.132785604,"Less than 5% change"
"fissurella  limbata",0.0462,0.650537978,"Less than 5% change"
"fissurella  maxima",0.0462,-0.101258391,"Less than 5% change"
"fissurella  picta",0.0462,-0.124560879,"Less than 5% change"
"fissurella  puhlcra",0.0462,-0.124560879,"Less than 5% change"
"heliaster helianthus",0.0462,0.066985515,"Less than 5% change"
"scurria  araucana",0.0462,0.647166254,"Less than 5% change"
"scurria  ceciliana",0.0462,0.660662065,"Less than 5% change"
"scurria  plana",0.0462,0.651402515,"Less than 5% change"
"scurria scurra",0.0462,-33.26964397,"Decrease"
"scurria variabilis",0.0462,0.711792096,"Less than 5% change"
"scurria viridula",0.0462,0.791557607,"Less than 5% change"
"scurria zebrina",0.0462,0.805966233,"Less than 5% change"
"siphonaria lesoni",0.0462,0.601522185,"Less than 5% change"
"stichaster striatus",0.0462,0.103774203,"Less than 5% change"
"tegula atra",0.0462,92.74080837,"Increase"
"Tonicia lineolata",0.0462,-1.303409721,"Less than 5% change"
"tonicia  chilensis",0.0462,-1.303409721,"Less than 5% change"
"tonicia  elegans",0.0462,-1.303409721,"Less than 5% change"
"anthotoe spp.",0.0462,0.113101869,"Less than 5% change"
"austromegabalanus psittacus",0.0462,0.08643039,"Less than 5% change"
"balanus laevis",0.0462,0.394086841,"Less than 5% change"
"brachidontes granulata",0.0462,0.051201453,"Less than 5% change"
"bunodactis spp.",0.0462,0.113101869,"Less than 5% change"
"Oulactis concinnata",0.0462,0.113101869,"Less than 5% change"
"jhelius cirratus",0.0462,-0.205256911,"Less than 5% change"
"lessonia nigrescens a",0.0462,-19.74353469,"Decrease"
"nothobalanus flosculus",0.0462,0.338826806,"Less than 5% change"
"nothochthamalus scabrosus",0.0462,-0.185938844,"Less than 5% change"
"parantheopsis ",0.0462,0.113101869,"Less than 5% change"
"perumytilus purpuratus",0.0462,0.516697148,"Less than 5% change"
"phragmatopoma spp.",0.0462,0.043541938,"Less than 5% change"
"phymactis spp.",0.0462,0.113101869,"Less than 5% change"
"pyura chilensis",0.0462,0.042301482,"Less than 5% change"
"semimytilus algosus",0.0462,0.274561737,"Less than 5% change"
"gulls",0.0462,0.081204582,"Less than 5% change"
"cinclodes nigrofumosus",0.0462,-6.84e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0462,-78.58495967,"Decrease"
"austrolittorina araucana",0.0462,-76.79572413,"Decrease"
"onchidella sp. ",0.0462,-28.24527709,"Decrease"
"Allelopetrolisthes punctatus",0.0462,-0.000758393,"Less than 5% change"
"petrolisthes spinifrons",0.0462,-0.000758393,"Less than 5% change"
"petrolisthes angulosus",0.0462,-0.000758393,"Less than 5% change"
"petrolisthes tuberculatus",0.0462,-0.000758393,"Less than 5% change"
"petrolisthes tuberculosus",0.0462,-0.000758393,"Less than 5% change"
"trimusculus peruvianus",0.0462,-28.15358455,"Decrease"
"lessonia nigrescens j",0.0462,191.9847815,"Increase"
"algae",0.0462,-1.643187402,"Less than 5% change"
"acanthina monodon",0.0463,0.102477171,"Less than 5% change"
"acanthocyclus gayi",0.0463,0.079706041,"Less than 5% change"
"acanthocyclus hassleri",0.0463,0.079505599,"Less than 5% change"
"acanthopleura echinata",0.0463,0.0331517,"Less than 5% change"
"chaetopleura peruviana",0.0463,0.145205502,"Less than 5% change"
"chiton  cummingsi",0.0463,0.678116858,"Less than 5% change"
"chiton  granosus",0.0463,0.365777465,"Less than 5% change"
"chiton  latus",0.0463,0.611035833,"Less than 5% change"
"lottia  orbignyi",0.0463,0.646137632,"Less than 5% change"
"concholepas concholepas",0.0463,0.068917571,"Less than 5% change"
"enoplochiton  niger",0.0463,-0.049526334,"Less than 5% change"
"fissurella  costata",0.0463,-0.269614213,"Less than 5% change"
"fissurella  crassa",0.0463,-0.156628799,"Less than 5% change"
"fissurella  cummingi",0.0463,-0.132926177,"Less than 5% change"
"fissurella  limbata",0.0463,0.650363194,"Less than 5% change"
"fissurella  maxima",0.0463,-0.101398342,"Less than 5% change"
"fissurella  picta",0.0463,-0.124701306,"Less than 5% change"
"fissurella  puhlcra",0.0463,-0.124701306,"Less than 5% change"
"heliaster helianthus",0.0463,0.066931295,"Less than 5% change"
"scurria  araucana",0.0463,0.64706411,"Less than 5% change"
"scurria  ceciliana",0.0463,0.660560474,"Less than 5% change"
"scurria  plana",0.0463,0.651300526,"Less than 5% change"
"scurria scurra",0.0463,-33.26851793,"Decrease"
"scurria variabilis",0.0463,0.711691878,"Less than 5% change"
"scurria viridula",0.0463,0.791458206,"Less than 5% change"
"scurria zebrina",0.0463,0.805866692,"Less than 5% change"
"siphonaria lesoni",0.0463,0.601416734,"Less than 5% change"
"stichaster striatus",0.0463,0.10370336,"Less than 5% change"
"tegula atra",0.0463,92.74581609,"Increase"
"Tonicia lineolata",0.0463,-1.303609877,"Less than 5% change"
"tonicia  chilensis",0.0463,-1.303609877,"Less than 5% change"
"tonicia  elegans",0.0463,-1.303609877,"Less than 5% change"
"anthotoe spp.",0.0463,0.113025251,"Less than 5% change"
"austromegabalanus psittacus",0.0463,0.086354322,"Less than 5% change"
"balanus laevis",0.0463,0.394005938,"Less than 5% change"
"brachidontes granulata",0.0463,0.051151605,"Less than 5% change"
"bunodactis spp.",0.0463,0.113025251,"Less than 5% change"
"Oulactis concinnata",0.0463,0.113025251,"Less than 5% change"
"jhelius cirratus",0.0463,-0.205435334,"Less than 5% change"
"lessonia nigrescens a",0.0463,-19.74285723,"Decrease"
"nothobalanus flosculus",0.0463,0.338676912,"Less than 5% change"
"nothochthamalus scabrosus",0.0463,-0.186118495,"Less than 5% change"
"parantheopsis ",0.0463,0.113025251,"Less than 5% change"
"perumytilus purpuratus",0.0463,0.516527738,"Less than 5% change"
"phragmatopoma spp.",0.0463,0.043499556,"Less than 5% change"
"phymactis spp.",0.0463,0.113025251,"Less than 5% change"
"pyura chilensis",0.0463,0.042260308,"Less than 5% change"
"semimytilus algosus",0.0463,0.274458438,"Less than 5% change"
"gulls",0.0463,0.081169445,"Less than 5% change"
"cinclodes nigrofumosus",0.0463,-6.91e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0463,-78.58724497,"Decrease"
"austrolittorina araucana",0.0463,-76.79812503,"Decrease"
"onchidella sp. ",0.0463,-28.24688026,"Decrease"
"Allelopetrolisthes punctatus",0.0463,-0.000758054,"Less than 5% change"
"petrolisthes spinifrons",0.0463,-0.000758054,"Less than 5% change"
"petrolisthes angulosus",0.0463,-0.000758054,"Less than 5% change"
"petrolisthes tuberculatus",0.0463,-0.000758054,"Less than 5% change"
"petrolisthes tuberculosus",0.0463,-0.000758054,"Less than 5% change"
"trimusculus peruvianus",0.0463,-28.15518273,"Decrease"
"lessonia nigrescens j",0.0463,191.994117,"Increase"
"algae",0.0463,-1.643280835,"Less than 5% change"
"acanthina monodon",0.0464,0.102407682,"Less than 5% change"
"acanthocyclus gayi",0.0464,0.079645922,"Less than 5% change"
"acanthocyclus hassleri",0.0464,0.079445713,"Less than 5% change"
"acanthopleura echinata",0.0464,0.033049881,"Less than 5% change"
"chaetopleura peruviana",0.0464,0.145117317,"Less than 5% change"
"chiton  cummingsi",0.0464,0.67801615,"Less than 5% change"
"chiton  granosus",0.0464,0.36565898,"Less than 5% change"
"chiton  latus",0.0464,0.610931798,"Less than 5% change"
"lottia  orbignyi",0.0464,0.646035764,"Less than 5% change"
"concholepas concholepas",0.0464,0.06886223,"Less than 5% change"
"enoplochiton  niger",0.0464,-0.04966572,"Less than 5% change"
"fissurella  costata",0.0464,-0.269760201,"Less than 5% change"
"fissurella  crassa",0.0464,-0.156771578,"Less than 5% change"
"fissurella  cummingi",0.0464,-0.133066135,"Less than 5% change"
"fissurella  limbata",0.0464,0.650189173,"Less than 5% change"
"fissurella  maxima",0.0464,-0.101537682,"Less than 5% change"
"fissurella  picta",0.0464,-0.124841119,"Less than 5% change"
"fissurella  puhlcra",0.0464,-0.124841119,"Less than 5% change"
"heliaster helianthus",0.0464,0.066877313,"Less than 5% change"
"scurria  araucana",0.0464,0.646962413,"Less than 5% change"
"scurria  ceciliana",0.0464,0.660459327,"Less than 5% change"
"scurria  plana",0.0464,0.651198984,"Less than 5% change"
"scurria scurra",0.0464,-33.26739683,"Decrease"
"scurria variabilis",0.0464,0.711592099,"Less than 5% change"
"scurria viridula",0.0464,0.791359241,"Less than 5% change"
"scurria zebrina",0.0464,0.805767588,"Less than 5% change"
"siphonaria lesoni",0.0464,0.601311745,"Less than 5% change"
"stichaster striatus",0.0464,0.103632827,"Less than 5% change"
"tegula atra",0.0464,92.75080205,"Increase"
"Tonicia lineolata",0.0464,-1.303809159,"Less than 5% change"
"tonicia  chilensis",0.0464,-1.303809159,"Less than 5% change"
"tonicia  elegans",0.0464,-1.303809159,"Less than 5% change"
"anthotoe spp.",0.0464,0.112948967,"Less than 5% change"
"austromegabalanus psittacus",0.0464,0.086278587,"Less than 5% change"
"balanus laevis",0.0464,0.39392539,"Less than 5% change"
"brachidontes granulata",0.0464,0.051101975,"Less than 5% change"
"bunodactis spp.",0.0464,0.112948967,"Less than 5% change"
"Oulactis concinnata",0.0464,0.112948967,"Less than 5% change"
"jhelius cirratus",0.0464,-0.205612976,"Less than 5% change"
"lessonia nigrescens a",0.0464,-19.74218274,"Decrease"
"nothobalanus flosculus",0.0464,0.338527673,"Less than 5% change"
"nothochthamalus scabrosus",0.0464,-0.186297361,"Less than 5% change"
"parantheopsis ",0.0464,0.112948967,"Less than 5% change"
"perumytilus purpuratus",0.0464,0.51635907,"Less than 5% change"
"phragmatopoma spp.",0.0464,0.043457359,"Less than 5% change"
"phymactis spp.",0.0464,0.112948967,"Less than 5% change"
"pyura chilensis",0.0464,0.042219315,"Less than 5% change"
"semimytilus algosus",0.0464,0.274355591,"Less than 5% change"
"gulls",0.0464,0.081134462,"Less than 5% change"
"cinclodes nigrofumosus",0.0464,-6.99e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0464,-78.58951995,"Decrease"
"austrolittorina araucana",0.0464,-76.80051482,"Decrease"
"onchidella sp. ",0.0464,-28.24847645,"Decrease"
"Allelopetrolisthes punctatus",0.0464,-0.000757715,"Less than 5% change"
"petrolisthes spinifrons",0.0464,-0.000757715,"Less than 5% change"
"petrolisthes angulosus",0.0464,-0.000757715,"Less than 5% change"
"petrolisthes tuberculatus",0.0464,-0.000757715,"Less than 5% change"
"petrolisthes tuberculosus",0.0464,-0.000757715,"Less than 5% change"
"trimusculus peruvianus",0.0464,-28.15677394,"Decrease"
"lessonia nigrescens j",0.0464,192.0034119,"Increase"
"algae",0.0464,-1.643373861,"Less than 5% change"
"acanthina monodon",0.0465,0.102338497,"Less than 5% change"
"acanthocyclus gayi",0.0465,0.079586065,"Less than 5% change"
"acanthocyclus hassleri",0.0465,0.079386088,"Less than 5% change"
"acanthopleura echinata",0.0465,0.032948506,"Less than 5% change"
"chaetopleura peruviana",0.0465,0.145029517,"Less than 5% change"
"chiton  cummingsi",0.0465,0.677915881,"Less than 5% change"
"chiton  granosus",0.0465,0.365541013,"Less than 5% change"
"chiton  latus",0.0465,0.610828219,"Less than 5% change"
"lottia  orbignyi",0.0465,0.645934342,"Less than 5% change"
"concholepas concholepas",0.0465,0.068807131,"Less than 5% change"
"enoplochiton  niger",0.0465,-0.049804498,"Less than 5% change"
"fissurella  costata",0.0465,-0.269905553,"Less than 5% change"
"fissurella  crassa",0.0465,-0.156913733,"Less than 5% change"
"fissurella  cummingi",0.0465,-0.133205484,"Less than 5% change"
"fissurella  limbata",0.0465,0.650015912,"Less than 5% change"
"fissurella  maxima",0.0465,-0.101676414,"Less than 5% change"
"fissurella  picta",0.0465,-0.124980322,"Less than 5% change"
"fissurella  puhlcra",0.0465,-0.124980322,"Less than 5% change"
"heliaster helianthus",0.0465,0.066823565,"Less than 5% change"
"scurria  araucana",0.0465,0.646861161,"Less than 5% change"
"scurria  ceciliana",0.0465,0.660358623,"Less than 5% change"
"scurria  plana",0.0465,0.651097886,"Less than 5% change"
"scurria scurra",0.0465,-33.26628066,"Decrease"
"scurria variabilis",0.0465,0.711492756,"Less than 5% change"
"scurria viridula",0.0465,0.791260709,"Less than 5% change"
"scurria zebrina",0.0465,0.805668917,"Less than 5% change"
"siphonaria lesoni",0.0465,0.601207214,"Less than 5% change"
"stichaster striatus",0.0465,0.103562601,"Less than 5% change"
"tegula atra",0.0465,92.75576642,"Increase"
"Tonicia lineolata",0.0465,-1.304007573,"Less than 5% change"
"tonicia  chilensis",0.0465,-1.304007573,"Less than 5% change"
"tonicia  elegans",0.0465,-1.304007573,"Less than 5% change"
"anthotoe spp.",0.0465,0.112873016,"Less than 5% change"
"austromegabalanus psittacus",0.0465,0.086203182,"Less than 5% change"
"balanus laevis",0.0465,0.393845194,"Less than 5% change"
"brachidontes granulata",0.0465,0.051052561,"Less than 5% change"
"bunodactis spp.",0.0465,0.112873016,"Less than 5% change"
"Oulactis concinnata",0.0465,0.112873016,"Less than 5% change"
"jhelius cirratus",0.0465,-0.205789844,"Less than 5% change"
"lessonia nigrescens a",0.0465,-19.7415112,"Decrease"
"nothobalanus flosculus",0.0465,0.338379086,"Less than 5% change"
"nothochthamalus scabrosus",0.0465,-0.186475447,"Less than 5% change"
"parantheopsis ",0.0465,0.112873016,"Less than 5% change"
"perumytilus purpuratus",0.0465,0.516191138,"Less than 5% change"
"phragmatopoma spp.",0.0465,0.043415347,"Less than 5% change"
"phymactis spp.",0.0465,0.112873016,"Less than 5% change"
"pyura chilensis",0.0465,0.0421785,"Less than 5% change"
"semimytilus algosus",0.0465,0.274253193,"Less than 5% change"
"gulls",0.0465,0.081099632,"Less than 5% change"
"cinclodes nigrofumosus",0.0465,-7.06e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0465,-78.59178476,"Decrease"
"austrolittorina araucana",0.0465,-76.80289417,"Decrease"
"onchidella sp. ",0.0465,-28.25006571,"Decrease"
"Allelopetrolisthes punctatus",0.0465,-0.000757379,"Less than 5% change"
"petrolisthes spinifrons",0.0465,-0.000757379,"Less than 5% change"
"petrolisthes angulosus",0.0465,-0.000757379,"Less than 5% change"
"petrolisthes tuberculatus",0.0465,-0.000757379,"Less than 5% change"
"petrolisthes tuberculosus",0.0465,-0.000757379,"Less than 5% change"
"trimusculus peruvianus",0.0465,-28.15835825,"Decrease"
"lessonia nigrescens j",0.0465,192.0126665,"Increase"
"algae",0.0465,-1.643466483,"Less than 5% change"
"acanthina monodon",0.0466,0.102269614,"Less than 5% change"
"acanthocyclus gayi",0.0466,0.079526468,"Less than 5% change"
"acanthocyclus hassleri",0.0466,0.079326723,"Less than 5% change"
"acanthopleura echinata",0.0466,0.032847572,"Less than 5% change"
"chaetopleura peruviana",0.0466,0.144942099,"Less than 5% change"
"chiton  cummingsi",0.0466,0.67781605,"Less than 5% change"
"chiton  granosus",0.0466,0.365423559,"Less than 5% change"
"chiton  latus",0.0466,0.61072509,"Less than 5% change"
"lottia  orbignyi",0.0466,0.645833362,"Less than 5% change"
"concholepas concholepas",0.0466,0.068752271,"Less than 5% change"
"enoplochiton  niger",0.0466,-0.049942673,"Less than 5% change"
"fissurella  costata",0.0466,-0.270050273,"Less than 5% change"
"fissurella  crassa",0.0466,-0.157055271,"Less than 5% change"
"fissurella  cummingi",0.0466,-0.133344226,"Less than 5% change"
"fissurella  limbata",0.0466,0.649843405,"Less than 5% change"
"fissurella  maxima",0.0466,-0.101814543,"Less than 5% change"
"fissurella  picta",0.0466,-0.12511892,"Less than 5% change"
"fissurella  puhlcra",0.0466,-0.12511892,"Less than 5% change"
"heliaster helianthus",0.0466,0.066770052,"Less than 5% change"
"scurria  araucana",0.0466,0.64676035,"Less than 5% change"
"scurria  ceciliana",0.0466,0.660258358,"Less than 5% change"
"scurria  plana",0.0466,0.650997228,"Less than 5% change"
"scurria scurra",0.0466,-33.26516936,"Decrease"
"scurria variabilis",0.0466,0.711393846,"Less than 5% change"
"scurria viridula",0.0466,0.791162607,"Less than 5% change"
"scurria zebrina",0.0466,0.805570677,"Less than 5% change"
"siphonaria lesoni",0.0466,0.601103139,"Less than 5% change"
"stichaster striatus",0.0466,0.103492681,"Less than 5% change"
"tegula atra",0.0466,92.76070932,"Increase"
"Tonicia lineolata",0.0466,-1.304205126,"Less than 5% change"
"tonicia  chilensis",0.0466,-1.304205126,"Less than 5% change"
"tonicia  elegans",0.0466,-1.304205126,"Less than 5% change"
"anthotoe spp.",0.0466,0.112797396,"Less than 5% change"
"austromegabalanus psittacus",0.0466,0.086128106,"Less than 5% change"
"balanus laevis",0.0466,0.393765347,"Less than 5% change"
"brachidontes granulata",0.0466,0.051003362,"Less than 5% change"
"bunodactis spp.",0.0466,0.112797396,"Less than 5% change"
"Oulactis concinnata",0.0466,0.112797396,"Less than 5% change"
"jhelius cirratus",0.0466,-0.205965943,"Less than 5% change"
"lessonia nigrescens a",0.0466,-19.74084261,"Decrease"
"nothobalanus flosculus",0.0466,0.338231146,"Less than 5% change"
"nothochthamalus scabrosus",0.0466,-0.186652759,"Less than 5% change"
"parantheopsis ",0.0466,0.112797396,"Less than 5% change"
"perumytilus purpuratus",0.0466,0.516023937,"Less than 5% change"
"phragmatopoma spp.",0.0466,0.043373517,"Less than 5% change"
"phymactis spp.",0.0466,0.112797396,"Less than 5% change"
"pyura chilensis",0.0466,0.042137863,"Less than 5% change"
"semimytilus algosus",0.0466,0.274151241,"Less than 5% change"
"gulls",0.0466,0.081064953,"Less than 5% change"
"cinclodes nigrofumosus",0.0466,-7.14e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0466,-78.59404013,"Decrease"
"austrolittorina araucana",0.0466,-76.80526256,"Decrease"
"onchidella sp. ",0.0466,-28.25164808,"Decrease"
"Allelopetrolisthes punctatus",0.0466,-0.000757043,"Less than 5% change"
"petrolisthes spinifrons",0.0466,-0.000757043,"Less than 5% change"
"petrolisthes angulosus",0.0466,-0.000757043,"Less than 5% change"
"petrolisthes tuberculatus",0.0466,-0.000757043,"Less than 5% change"
"petrolisthes tuberculosus",0.0466,-0.000757043,"Less than 5% change"
"trimusculus peruvianus",0.0466,-28.15993569,"Decrease"
"lessonia nigrescens j",0.0466,192.0218809,"Increase"
"algae",0.0466,-1.643558704,"Less than 5% change"
"acanthina monodon",0.0467,0.102201029,"Less than 5% change"
"acanthocyclus gayi",0.0467,0.07946713,"Less than 5% change"
"acanthocyclus hassleri",0.0467,0.079267616,"Less than 5% change"
"acanthopleura echinata",0.0467,0.032747076,"Less than 5% change"
"chaetopleura peruviana",0.0467,0.144855061,"Less than 5% change"
"chiton  cummingsi",0.0467,0.677716653,"Less than 5% change"
"chiton  granosus",0.0467,0.365306616,"Less than 5% change"
"chiton  latus",0.0467,0.610622411,"Less than 5% change"
"lottia  orbignyi",0.0467,0.645732821,"Less than 5% change"
"concholepas concholepas",0.0467,0.06869765,"Less than 5% change"
"enoplochiton  niger",0.0467,-0.050080248,"Less than 5% change"
"fissurella  costata",0.0467,-0.270194365,"Less than 5% change"
"fissurella  crassa",0.0467,-0.157196194,"Less than 5% change"
"fissurella  cummingi",0.0467,-0.133482366,"Less than 5% change"
"fissurella  limbata",0.0467,0.649671648,"Less than 5% change"
"fissurella  maxima",0.0467,-0.101952072,"Less than 5% change"
"fissurella  picta",0.0467,-0.125256916,"Less than 5% change"
"fissurella  puhlcra",0.0467,-0.125256916,"Less than 5% change"
"heliaster helianthus",0.0467,0.066716771,"Less than 5% change"
"scurria  araucana",0.0467,0.646659978,"Less than 5% change"
"scurria  ceciliana",0.0467,0.660158529,"Less than 5% change"
"scurria  plana",0.0467,0.650897009,"Less than 5% change"
"scurria scurra",0.0467,-33.26406292,"Decrease"
"scurria variabilis",0.0467,0.711295367,"Less than 5% change"
"scurria viridula",0.0467,0.791064931,"Less than 5% change"
"scurria zebrina",0.0467,0.805472864,"Less than 5% change"
"siphonaria lesoni",0.0467,0.600999518,"Less than 5% change"
"stichaster striatus",0.0467,0.103423064,"Less than 5% change"
"tegula atra",0.0467,92.7656309,"Increase"
"Tonicia lineolata",0.0467,-1.304401822,"Less than 5% change"
"tonicia  chilensis",0.0467,-1.304401822,"Less than 5% change"
"tonicia  elegans",0.0467,-1.304401822,"Less than 5% change"
"anthotoe spp.",0.0467,0.112722104,"Less than 5% change"
"austromegabalanus psittacus",0.0467,0.086053355,"Less than 5% change"
"balanus laevis",0.0467,0.393685848,"Less than 5% change"
"brachidontes granulata",0.0467,0.050954377,"Less than 5% change"
"bunodactis spp.",0.0467,0.112722104,"Less than 5% change"
"Oulactis concinnata",0.0467,0.112722104,"Less than 5% change"
"jhelius cirratus",0.0467,-0.206141277,"Less than 5% change"
"lessonia nigrescens a",0.0467,-19.74017694,"Decrease"
"nothobalanus flosculus",0.0467,0.338083849,"Less than 5% change"
"nothochthamalus scabrosus",0.0467,-0.186829301,"Less than 5% change"
"parantheopsis ",0.0467,0.112722104,"Less than 5% change"
"perumytilus purpuratus",0.0467,0.515857463,"Less than 5% change"
"phragmatopoma spp.",0.0467,0.043331869,"Less than 5% change"
"phymactis spp.",0.0467,0.112722104,"Less than 5% change"
"pyura chilensis",0.0467,0.042097402,"Less than 5% change"
"semimytilus algosus",0.0467,0.274049732,"Less than 5% change"
"gulls",0.0467,0.081030425,"Less than 5% change"
"cinclodes nigrofumosus",0.0467,-7.21e-05,"Less than 5% change"
"Echinolittorina peruviana",0.0467,-78.5962844,"Decrease"
"austrolittorina araucana",0.0467,-76.80762143,"Decrease"
"onchidella sp. ",0.0467,-28.25322359,"Decrease"
"Allelopetrolisthes punctatus",0.0467,-0.000756709,"Less than 5% change"
"petrolisthes spinifrons",0.0467,-0.000756709,"Less than 5% change"
"petrolisthes angulosus",0.0467,-0.000756709,"Less than 5% change"
"petrolisthes tuberculatus",0.0467,-0.000756709,"Less than 5% change"
"petrolisthes tuberculosus",0.0467,-0.000756709,"Less than 5% change"
"trimusculus peruvianus",0.0467,-28.16150629,"Decrease"
"lessonia nigrescens j",0.0467,192.0310556,"Increase"
"algae",0.0467,-1.643650525,"Less than 5% change"
"acanthina monodon",0.0468,0.102132741,"Less than 5% change"
"acanthocyclus gayi",0.0468,0.07940805,"Less than 5% change"
"acanthocyclus hassleri",0.0468,0.079208764,"Less than 5% change"
"acanthopleura echinata",0.0468,0.032647016,"Less than 5% change"
"chaetopleura peruviana",0.0468,0.144768399,"Less than 5% change"
"chiton  cummingsi",0.0468,0.677617688,"Less than 5% change"
"chiton  granosus",0.0468,0.36519018,"Less than 5% change"
"chiton  latus",0.0468,0.610520177,"Less than 5% change"
"lottia  orbignyi",0.0468,0.645632717,"Less than 5% change"
"concholepas concholepas",0.0468,0.068643265,"Less than 5% change"
"enoplochiton  niger",0.0468,-0.050217227,"Less than 5% change"
"fissurella  costata",0.0468,-0.270337833,"Less than 5% change"
"fissurella  crassa",0.0468,-0.157336507,"Less than 5% change"
"fissurella  cummingi",0.0468,-0.133619908,"Less than 5% change"
"fissurella  limbata",0.0468,0.649500635,"Less than 5% change"
"fissurella  maxima",0.0468,-0.102089006,"Less than 5% change"
"fissurella  picta",0.0468,-0.125394315,"Less than 5% change"
"fissurella  puhlcra",0.0468,-0.125394315,"Less than 5% change"
"heliaster helianthus",0.0468,0.066663721,"Less than 5% change"
"scurria  araucana",0.0468,0.646560041,"Less than 5% change"
"scurria  ceciliana",0.0468,0.660059134,"Less than 5% change"
"scurria  plana",0.0468,0.650797224,"Less than 5% change"
"scurria scurra",0.0468,-33.2629613,"Decrease"
"scurria variabilis",0.0468,0.711197315,"Less than 5% change"
"scurria viridula",0.0468,0.79096768,"Less than 5% change"
"scurria zebrina",0.0468,0.805375476,"Less than 5% change"
"siphonaria lesoni",0.0468,0.600896346,"Less than 5% change"
"stichaster striatus",0.0468,0.103353749,"Less than 5% change"
"tegula atra",0.0468,92.77053129,"Increase"
"Tonicia lineolata",0.0468,-1.304597667,"Less than 5% change"
"tonicia  chilensis",0.0468,-1.304597667,"Less than 5% change"
